NaturalLanguageID	ProgrammingLanguageName	RepoID	SourceID	CommentID	Comment	Class	
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/14	Represents the interface that all user classes must implement.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/14	This interface is useful because the authentication layer can deal with\nthe object through its lifecycle, using the object to get the encoded\npassword (for checking against a submitted password), assigning roles\nand so on.\n\nRegardless of how your users are loaded or where they come from (a database,\nconfiguration, web service, etc.), you will have a class that implements\nthis interface. Objects that implement this interface are created and\nloaded by different objects that implement UserProviderInterface.	Notice
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/27	@see UserProviderInterface	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/29	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/33	Returns the roles granted to the user.\n\n@return string[] The user roles	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/36	public function getRoles()\n{\nreturn ['ROLE_USER'];\n}\n\nAlternatively, the roles might be stored on a ``roles`` property,\nand populated in any number of different ways when the user object\nis created.	Notice
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/49	Returns the password used to authenticate the user.\n\nThis should be the encoded password. On authentication, a plain-text\npassword will be salted, encoded, and then compared to this value.\n\n@return stringull The encoded password if any	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/59	Returns the salt that was originally used to encode the password.\n\nThis can return null if the password was not encoded using a salt.\n\n@return stringull The salt	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/68	Returns the username used to authenticate the user.\n\n@return string The username	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/75	Removes sensitive data from the user.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserInterface.php/78	This is important if, at any given point, sensitive information like\nthe plain-text password is stored on this object.	Notice
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/17	Represents a class that loads UserInterface objects from some source for the authentication system.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/20	In a typical authentication configuration, a username (i.e. some unique\nuser identifier) credential enters the system (via form login, or any\nmethod). The user provider that is configured with that authentication\nmethod is asked to load the UserInterface object for the given username\n(via loadUserByUsername) so that the rest of the process can continue.\n\nInternally, a user provider can load users from any source (databases,\nconfiguration, web service). This is totally independent of how the authentication\ninformation is submitted or what the UserInterface object looks like.	Notice
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/30	@see UserInterface	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/17	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/36	Loads the user for the given username.\n\nThis method must throw UsernameNotFoundException if the user is not\nfound.\n\n@return UserInterface\n\n@throws UsernameNotFoundException if the user is not found	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/User/UserProviderInterface.php	symfony/src/Symfony/Component/Security/Core/User/UserProviderInterface.php/63	Whether this provider supports the given user class.\n\n@return bool	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php	symfony/src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php	symfony/src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php/16	@Annotation\n@Target({"PROPERTY", "METHOD", "ANNOTATION"})	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php	symfony/src/Symfony/Component/Security/Core/Validator/Constraints/UserPassword.php/25	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Validator/Constraints/UserPasswordValidator.php	symfony/src/Symfony/Component/Security/Core/Validator/Constraints/UserPasswordValidator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Core/Validator/Constraints/UserPasswordValidator.php	symfony/src/Symfony/Component/Security/Core/Validator/Constraints/UserPasswordValidator.php/33	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/14	A CSRF token.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/17	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/30	Returns the ID of the CSRF token.\n\n@return string The token ID	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/40	Returns the value of the CSRF token.\n\n@return string The token value	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfToken.php	symfony/src/Symfony/Component/Security/Csrf/CsrfToken.php/50	Returns the value of the CSRF token.\n\n@return string The token value	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/21	Default implementation of {@link CsrfTokenManagerInterface}.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/24	@author Bernhard Schussek <bschussek@gmail.com>\n@author Kévin Dunglas <dunglas@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/33	@param stringRequestStackcallableull $namespace\null: generates a namespace using $_SERVER['HTTPS']\nstring: uses the given string\nRequestStack: generates a namespace using the current master request\ncallable: uses the result of this callable (must return a string)	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/66	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/83	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/96	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManager.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManager.php/104	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php/14	Manages CSRF tokens.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php/17	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php/49	Invalidates the CSRF token with the given ID, if one exists.\n\n@return stringull Returns the removed token value if one existed, NULL\notherwise	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php	symfony/src/Symfony/Component/Security/Csrf/CsrfTokenManagerInterface.php/57	Returns whether the given CSRF token is valid.\n\n@return bool Returns true if the token is valid, false otherwise	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/Exception/TokenNotFoundException.php	symfony/src/Symfony/Component/Security/Csrf/Exception/TokenNotFoundException.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/Exception/TokenNotFoundException.php	symfony/src/Symfony/Component/Security/Csrf/Exception/TokenNotFoundException.php/16	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php/14	Generates CSRF tokens.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php/17	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/TokenGeneratorInterface.php/21	Generates a CSRF token.\n\n@return string The generated CSRF token.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/14	Generates CSRF tokens.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/17	@author Bernhard Schussek <bernhard.schussek@symfony.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/23	Generates URI-safe CSRF tokens.\n\n@param int $entropy The amount of entropy collected for each token (in bits)	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/33	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php	symfony/src/Symfony/Component/Security/Csrf/TokenGenerator/UriSafeTokenGenerator.php/38	Generate an URI safe base64 encoded string that does not contain "+",\n"/" or "=" which need to be URL encoded and make URLs unnecessarily\nlonger.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php/14	@author Christian Flothmann <christian.flothmann@sensiolabs.de>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/ClearableTokenStorageInterface.php/19	Removes all CSRF tokens.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/16	Token storage that uses PHP's native session handling.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/19	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/23	The namespace used to store values in the session.	Functional-Inline
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/31	Initializes the storage with a session namespace.\n\n@param string $namespace The namespace under which the token is stored in the session.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/41	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/57	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/69	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/81	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/NativeSessionTokenStorage.php/105	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/17	Token storage that uses a Symfony Session object.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/20	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/24	The namespace used to store values in the session.	Functional-Inline
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/32	Initializes the storage with a Session object and a session namespace.\n\n@param string $namespace The namespace under which the token is stored in the session.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/43	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/59	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/71	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/83	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/SessionTokenStorage.php/95	{@inheritdoc}	IDE
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/14	Stores CSRF tokens.	Functional-Module
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/17	@author Bernhard Schussek <bschussek@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/21	Reads a stored CSRF token.\n\n@return string The stored token\n\n@throws \Symfony\Component\Security\Csrf\Exception\TokenNotFoundException If the token ID does not exist	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/30	Stores a CSRF token.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/35	Removes a CSRF token.\n\n@return stringull Returns the removed token if one existed, NULL\notherwise	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Csrf/TokenStorage/TokenStorageInterface.php/43	Checks whether a token with the given token ID exists.\n\n@return bool Whether a token exists with the given ID	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AbstractGuardAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/AbstractGuardAuthenticator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Guard/AbstractGuardAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/AbstractGuardAuthenticator.php/24	Shortcut to create a PostAuthenticationGuardToken for you, if you don't really\ncare about which authenticated token you're using.\n\n@return PostAuthenticationGuardToken.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php/27	Return the URL to the login page.\n\n@return string	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php/34	Override to change what happens after a bad username/password is submitted.\n\n@return RedirectResponse	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/AbstractFormLoginAuthenticator.php/55	Override to control what happens when the user hits a secure page\nbut isn't logged in yet.\n\n@return RedirectResponse	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php/64	get the user from the GuardAuthenticator	Functional-Inline
EN	php	symfony	src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php	symfony/src/Symfony/Component/Security/Guard/Authenticator/GuardBridgeAuthenticator.php/108	the GuardAuthenticationHandler always dispatches the InteractiveLoginEvent	Functional-Inline
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/35	Does the authenticator support the given Request?\n\nIf this returns false, the authenticator will be skipped.\n\n@return bool	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/44	Get the authentication credentials from the request and return them\nas any type (e.g. an associate array).\n\n@return mixed Any non-null value\n\n@throws \UnexpectedValueException If null is returned	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/48	Whatever value you return here will be passed to getUser() and checkCredentials()\n\nFor example, for a form login, you might:\n\nreturn [\n'username' => $request->request->get('_username'),\n'password' => $request->request->get('_password'),\n];\n\nOr for an API token that's on a header, you might use:\n\nreturn ['api_key' => $request->headers->get('X-API-TOKEN')];	Notice
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/67	Return a UserInterface object based on the credentials.\n\n@param mixed $credentials\n\n@throws AuthenticationException\n\n@return UserInterfaceull	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/70	The credentialsare the return value from getCredentials()\n\nYou may throw an AuthenticationException if you wish. If you return\null, then a UsernameNotFoundException is thrown for you.	Notice
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/83	Returns true if the credentials are valid.\n\nIf false is returned, authentication will fail.\n @param mixed $credentials\n\n@return bool\n\n@throws AuthenticationException.	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/86	You may also throw\nan AuthenticationException if you wish to cause authentication to fail.\n\nThe credentialsare the return value from getCredentials()	Notice
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/99	Create an authenticated token for the given user.\n@return GuardTokenInterface	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/102	If you don't care about which token class is used or don't really\nunderstand what a "token" is, you can skip this method by extending\nthe AbstractGuardAuthenticator class from your authenticator.	Notice
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/106	@see AbstractGuardAuthenticator	IDE
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/112	Called when authentication executed, but failed (e.g. wrong username password).\n@return Responseull	Functional-Method
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/115	This should return the Response sent back to the user, like a\nRedirectResponse to the login page or a 401 response.\n\nIf you return null, the request will continue, but the user will\not be authenticated. This is probably not what you want to do.	Notice
EN	php	symfony	src/Symfony/Component/Security/Guard/AuthenticatorInterface.php	symfony/src/Symfony/Component/Security/Guard/AuthenticatorInterface.php/125	Called when authentication executed and was successful!\n\n@return Responseull	Functional-Method
